type,defName,fileName,lineno,MLOC,PAR,DOC,RMLOC
DEF,CliconfBase.get_capabilities,D:\ansible\plugins\cliconf\__init__.py,240,6,1,0,45
DEF,CliconfBase.get_device_info,D:\ansible\plugins\cliconf\__init__.py,287,2,1,0,10
DEF,CliconfBase.commit,D:\ansible\plugins\cliconf\__init__.py,298,1,1,0,12
DEF,CliconfBase.discard_changes,D:\ansible\plugins\cliconf\__init__.py,311,1,1,0,10
DEF,CliconfBase.rollback,D:\ansible\plugins\cliconf\__init__.py,322,1,2,0,8
DEF,CliconfBase.copy_file,D:\ansible\plugins\cliconf\__init__.py,331,9,1,0,20
DEF,CliconfBase.get_file,D:\ansible\plugins\cliconf\__init__.py,352,12,1,0,23
DEF,CliconfBase.get_diff,D:\ansible\plugins\cliconf\__init__.py,376,1,1,0,35
DEF,CliconfBase.run_commands,D:\ansible\plugins\cliconf\__init__.py,412,1,1,0,19
DEF,CliconfBase.check_edit_config_capability,D:\ansible\plugins\cliconf\__init__.py,432,10,2,0,16
DEF,CliconfBase.set_cli_prompt_context,D:\ansible\plugins\cliconf\__init__.py,449,1,1,0,6
DEF,CliconfBase._update_cli_prompt_context,D:\ansible\plugins\cliconf\__init__.py,456,11,1,0,20
DEF,Connection.__init__,D:\ansible\plugins\connection\local.py,46,7,3,0,9
DEF,Connection._connect,D:\ansible\plugins\connection\local.py,56,6,1,0,11
DEF,Connection.exec_command,D:\ansible\plugins\connection\local.py,68,67,2,0,97
DEF,Connection.put_file,D:\ansible\plugins\connection\local.py,166,13,3,0,17
DEF,Connection.fetch_file,D:\ansible\plugins\connection\local.py,184,4,3,0,7
DEF,Connection.close,D:\ansible\plugins\connection\local.py,192,2,1,0,3
DEF,MyAddPolicy.__init__,D:\ansible\plugins\connection\paramiko_ssh.py,284,3,2,0,3
DEF,MyAddPolicy.missing_host_key,D:\ansible\plugins\connection\paramiko_ssh.py,288,13,4,0,24
DEF,Connection._cache_key,D:\ansible\plugins\connection\paramiko_ssh.py,329,2,1,0,2
DEF,Connection._connect,D:\ansible\plugins\connection\paramiko_ssh.py,332,7,1,0,9
DEF,Connection._set_log_channel,D:\ansible\plugins\connection\paramiko_ssh.py,342,2,2,0,3
DEF,Connection._parse_proxy_command,D:\ansible\plugins\connection\paramiko_ssh.py,346,16,1,0,21
DEF,Connection._connect_uncached,D:\ansible\plugins\connection\paramiko_ssh.py,368,67,1,0,94
DEF,Connection.exec_command,D:\ansible\plugins\connection\paramiko_ssh.py,463,55,2,0,79
DEF,Connection.put_file,D:\ansible\plugins\connection\paramiko_ssh.py,543,13,3,0,19
DEF,Connection._connect_sftp,D:\ansible\plugins\connection\paramiko_ssh.py,563,6,1,0,8
DEF,Connection.fetch_file,D:\ansible\plugins\connection\paramiko_ssh.py,572,11,3,0,16
DEF,Connection._any_keys_added,D:\ansible\plugins\connection\paramiko_ssh.py,589,7,1,0,8
DEF,Connection._save_ssh_host_keys,D:\ansible\plugins\connection\paramiko_ssh.py,598,16,2,0,29
DEF,Connection.reset,D:\ansible\plugins\connection\paramiko_ssh.py,628,5,1,0,5
DEF,Connection.close,D:\ansible\plugins\connection\paramiko_ssh.py,634,36,1,0,66
DEF,Connection.__init__,D:\ansible\plugins\connection\psrp.py,352,12,3,0,15
DEF,Connection._connect,D:\ansible\plugins\connection\psrp.py,368,37,1,0,46
DEF,Connection.reset,D:\ansible\plugins\connection\psrp.py,415,11,1,0,15
DEF,Connection.exec_command,D:\ansible\plugins\connection\psrp.py,431,19,2,0,40
DEF,Connection.put_file,D:\ansible\plugins\connection\psrp.py,472,22,3,2,147
DEF,Connection.read_gen,D:\ansible\plugins\connection\psrp.py,584,12,1,0,18
DEF,Connection.fetch_file,D:\ansible\plugins\connection\psrp.py,620,37,3,0,77
DEF,Connection.close,D:\ansible\plugins\connection\psrp.py,698,8,1,0,8
DEF,Connection._build_kwargs,D:\ansible\plugins\connection\psrp.py,707,84,1,0,103
DEF,Connection._exec_psrp_script,D:\ansible\plugins\connection\psrp.py,811,14,2,0,31
DEF,Connection._parse_pipeline_result,D:\ansible\plugins\connection\psrp.py,843,37,2,0,68
DEF,_handle_error,D:\ansible\plugins\connection\ssh.py,417,37,7,0,61
DEF,_ssh_retry,D:\ansible\plugins\connection\ssh.py,480,3,5,2,79
DEF,wrapped,D:\ansible\plugins\connection\ssh.py,495,42,3,0,63
DEF,Connection.__init__,D:\ansible\plugins\connection\ssh.py,567,11,3,0,18
DEF,Connection._connect,D:\ansible\plugins\connection\ssh.py,590,2,1,0,2
DEF,Connection._create_control_path,D:\ansible\plugins\connection\ssh.py,594,12,3,0,18
DEF,Connection._sshpass_available,D:\ansible\plugins\connection\ssh.py,614,11,1,0,16
DEF,Connection._persistence_controls,D:\ansible\plugins\connection\ssh.py,632,10,1,0,18
DEF,Connection._add_args,D:\ansible\plugins\connection\ssh.py,651,3,4,0,15
DEF,Connection._build_command,D:\ansible\plugins\connection\ssh.py,667,91,4,0,156
DEF,Connection._send_initial_data,D:\ansible\plugins\connection\ssh.py,824,13,4,0,24
DEF,Connection._terminate_process,D:\ansible\plugins\connection\ssh.py,851,6,1,0,6
DEF,Connection._examine_output,D:\ansible\plugins\connection\ssh.py,860,28,5,0,48
DEF,Connection._bare_run,D:\ansible\plugins\connection\ssh.py,909,158,3,0,294
DEF,Connection._run,D:\ansible\plugins\connection\ssh.py,1205,3,3,0,4
DEF,Connection._file_transport_command,D:\ansible\plugins\connection\ssh.py,1211,46,4,0,69
DEF,Connection._escape_win_path,D:\ansible\plugins\connection\ssh.py,1281,5,2,0,9
DEF,Connection.exec_command,D:\ansible\plugins\connection\ssh.py,1294,20,2,0,48
DEF,Connection.put_file,D:\ansible\plugins\connection\ssh.py,1343,9,3,0,15
DEF,Connection.fetch_file,D:\ansible\plugins\connection\ssh.py,1359,7,3,0,14
DEF,Connection.reset,D:\ansible\plugins\connection\ssh.py,1374,20,1,0,28
DEF,Connection.close,D:\ansible\plugins\connection\ssh.py,1403,2,1,0,2
DEF,Connection.__init__,D:\ansible\plugins\connection\winrm.py,250,13,3,0,17
DEF,Connection._build_winrm_kwargs,D:\ansible\plugins\connection\winrm.py,268,42,1,0,71
DEF,Connection._kerb_auth,D:\ansible\plugins\connection\winrm.py,342,66,3,0,95
DEF,Connection._winrm_connect,D:\ansible\plugins\connection\winrm.py,438,48,1,0,58
DEF,Connection._winrm_write_stdin,D:\ansible\plugins\connection\winrm.py,497,17,4,0,36
DEF,Connection._winrm_send_input,D:\ansible\plugins\connection\winrm.py,534,13,5,0,13
DEF,Connection._winrm_get_raw_command_output,D:\ansible\plugins\connection\winrm.py,548,30,4,0,41
DEF,Connection._winrm_get_command_output,D:\ansible\plugins\connection\winrm.py,590,16,4,0,28
DEF,Connection._winrm_exec,D:\ansible\plugins\connection\winrm.py,619,50,3,0,80
DEF,Connection._connect,D:\ansible\plugins\connection\winrm.py,700,11,1,0,13
DEF,Connection.reset,D:\ansible\plugins\connection\winrm.py,714,6,1,0,6
DEF,Connection._wrapper_payload_stream,D:\ansible\plugins\connection\winrm.py,721,5,2,0,5
DEF,Connection.exec_command,D:\ansible\plugins\connection\winrm.py,727,7,2,0,13
DEF,Connection._put_file_stdin_iterator,D:\ansible\plugins\connection\winrm.py,742,11,3,0,14
DEF,Connection.put_file,D:\ansible\plugins\connection\winrm.py,757,23,3,0,61
DEF,Connection.fetch_file,D:\ansible\plugins\connection\winrm.py,819,37,3,0,69
DEF,Connection.close,D:\ansible\plugins\connection\winrm.py,889,7,1,0,7
DEF,ensure_connect,D:\ansible\plugins\connection\__init__.py,38,3,3,2,9
DEF,wrapped,D:\ansible\plugins\connection\__init__.py,42,5,3,0,4
DEF,ConnectionBase.__init__,D:\ansible\plugins\connection\__init__.py,71,16,4,0,36
DEF,ConnectionBase._new_stdin,D:\ansible\plugins\connection\__init__.py,109,3,1,0,7
DEF,ConnectionBase.set_become_plugin,D:\ansible\plugins\connection\__init__.py,117,2,2,0,2
DEF,ConnectionBase.connected,D:\ansible\plugins\connection\__init__.py,121,3,1,0,3
DEF,ConnectionBase.socket_path,D:\ansible\plugins\connection\__init__.py,126,3,1,0,3
DEF,ConnectionBase._split_ssh_args,D:\ansible\plugins\connection\__init__.py,131,3,1,0,8
DEF,ConnectionBase.transport,D:\ansible\plugins\connection\__init__.py,142,4,1,0,3
DEF,ConnectionBase._connect,D:\ansible\plugins\connection\__init__.py,147,2,1,0,2
DEF,ConnectionBase.exec_command,D:\ansible\plugins\connection\__init__.py,152,4,2,0,65
DEF,ConnectionBase.put_file,D:\ansible\plugins\connection\__init__.py,220,4,3,0,3
DEF,ConnectionBase.fetch_file,D:\ansible\plugins\connection\__init__.py,226,4,3,0,3
DEF,ConnectionBase.close,D:\ansible\plugins\connection\__init__.py,231,3,1,0,3
DEF,ConnectionBase.connection_lock,D:\ansible\plugins\connection\__init__.py,235,5,1,0,5
DEF,ConnectionBase.connection_unlock,D:\ansible\plugins\connection\__init__.py,241,4,1,0,4
DEF,ConnectionBase.reset,D:\ansible\plugins\connection\__init__.py,246,1,1,0,2
DEF,ConnectionBase.update_vars,D:\ansible\plugins\connection\__init__.py,249,25,3,0,38
DEF,NetworkConnectionBase.__init__,D:\ansible\plugins\connection\__init__.py,298,10,4,0,22
DEF,NetworkConnectionBase.__getattr__,D:\ansible\plugins\connection\__init__.py,321,10,2,0,11
DEF,NetworkConnectionBase.exec_command,D:\ansible\plugins\connection\__init__.py,333,2,2,0,2
DEF,NetworkConnectionBase.queue_message,D:\ansible\plugins\connection\__init__.py,336,2,3,0,9
DEF,NetworkConnectionBase.pop_messages,D:\ansible\plugins\connection\__init__.py,346,3,1,0,3
DEF,NetworkConnectionBase.put_file,D:\ansible\plugins\connection\__init__.py,350,2,3,0,3
DEF,NetworkConnectionBase.fetch_file,D:\ansible\plugins\connection\__init__.py,354,2,3,0,3
DEF,NetworkConnectionBase.reset,D:\ansible\plugins\connection\__init__.py,358,5,1,0,8
DEF,NetworkConnectionBase.close,D:\ansible\plugins\connection\__init__.py,367,4,1,0,4
DEF,NetworkConnectionBase.set_options,D:\ansible\plugins\connection\__init__.py,372,12,4,0,19
DEF,NetworkConnectionBase._update_connection_state,D:\ansible\plugins\connection\__init__.py,392,11,1,0,22
DEF,NetworkConnectionBase._log_messages,D:\ansible\plugins\connection\__init__.py,415,3,2,0,3
DEF,to_yaml,D:\ansible\plugins\filter\core.py,45,6,3,0,8
DEF,to_nice_yaml,D:\ansible\plugins\filter\core.py,55,5,3,0,7
DEF,to_json,D:\ansible\plugins\filter\core.py,64,5,3,0,10
DEF,to_nice_json,D:\ansible\plugins\filter\core.py,76,2,3,0,5
DEF,to_bool,D:\ansible\plugins\filter\core.py,83,7,1,0,9
DEF,to_datetime,D:\ansible\plugins\filter\core.py,94,1,1,0,2
DEF,strftime,D:\ansible\plugins\filter\core.py,98,9,1,0,12
DEF,quote,D:\ansible\plugins\filter\core.py,112,3,1,0,5
DEF,fileglob,D:\ansible\plugins\filter\core.py,119,1,1,0,3
DEF,regex_replace,D:\ansible\plugins\filter\core.py,124,12,0,0,16
DEF,regex_findall,D:\ansible\plugins\filter\core.py,142,7,2,0,11
DEF,regex_search,D:\ansible\plugins\filter\core.py,155,23,4,0,31
DEF,ternary,D:\ansible\plugins\filter\core.py,188,5,3,0,8
DEF,regex_escape,D:\ansible\plugins\filter\core.py,198,8,1,0,17
DEF,from_yaml,D:\ansible\plugins\filter\core.py,217,3,1,0,7
DEF,from_yaml_all,D:\ansible\plugins\filter\core.py,226,3,1,0,7
DEF,rand,D:\ansible\plugins\filter\core.py,236,15,2,0,17
DEF,randomize_list,D:\ansible\plugins\filter\core.py,255,9,1,0,11
DEF,get_hash,D:\ansible\plugins\filter\core.py,268,6,1,0,9
DEF,get_encrypted_password,D:\ansible\plugins\filter\core.py,279,21,1,0,30
DEF,to_uuid,D:\ansible\plugins\filter\core.py,311,7,1,0,9
DEF,mandatory,D:\ansible\plugins\filter\core.py,322,9,1,0,15
DEF,combine,D:\ansible\plugins\filter\core.py,339,15,2,0,31
DEF,comment,D:\ansible\plugins\filter\core.py,372,57,2,0,81
DEF,extract,D:\ansible\plugins\filter\core.py,456,10,3,0,13
DEF,b64encode,D:\ansible\plugins\filter\core.py,471,1,1,0,2
DEF,b64decode,D:\ansible\plugins\filter\core.py,475,1,1,0,2
DEF,flatten,D:\ansible\plugins\filter\core.py,479,12,1,0,19
DEF,subelements,D:\ansible\plugins\filter\core.py,500,28,2,0,44
DEF,dict_to_list_of_dict_key_value_elements,D:\ansible\plugins\filter\core.py,546,6,1,0,11
DEF,list_of_dict_key_value_elements_to_dict,D:\ansible\plugins\filter\core.py,559,10,1,0,16
DEF,path_join,D:\ansible\plugins\filter\core.py,577,5,1,0,8
DEF,commonpath,D:\ansible\plugins\filter\core.py,587,3,1,0,13
DEF,FilterModule.filters,D:\ansible\plugins\filter\core.py,605,51,1,0,90
DEF,do_vault,D:\ansible\plugins\filter\encryption.py,18,22,2,0,31
DEF,do_unvault,D:\ansible\plugins\filter\encryption.py,51,24,2,0,32
DEF,FilterModule.filters,D:\ansible\plugins\filter\encryption.py,88,4,1,0,7
DEF,unique,D:\ansible\plugins\filter\mathstuff.py,49,21,2,2,32
DEF,_do_fail,D:\ansible\plugins\filter\mathstuff.py,51,3,1,0,4
DEF,intersect,D:\ansible\plugins\filter\mathstuff.py,84,6,3,0,6
DEF,difference,D:\ansible\plugins\filter\mathstuff.py,93,6,3,0,6
DEF,symmetric_difference,D:\ansible\plugins\filter\mathstuff.py,102,7,3,0,7
DEF,union,D:\ansible\plugins\filter\mathstuff.py,112,6,3,0,6
DEF,logarithm,D:\ansible\plugins\filter\mathstuff.py,120,6,1,0,8
DEF,power,D:\ansible\plugins\filter\mathstuff.py,130,4,2,0,5
DEF,inversepower,D:\ansible\plugins\filter\mathstuff.py,137,6,1,0,8
DEF,human_readable,D:\ansible\plugins\filter\mathstuff.py,147,6,1,0,8
DEF,human_to_bytes,D:\ansible\plugins\filter\mathstuff.py,157,6,1,0,8
DEF,rekey_on_member,D:\ansible\plugins\filter\mathstuff.py,167,27,2,0,48
DEF,FilterModule.filters,D:\ansible\plugins\filter\mathstuff.py,220,18,1,0,31
DEF,FilterModule.filters,D:\ansible\plugins\filter\urls.py,16,2,1,0,4
DEF,split_url,D:\ansible\plugins\filter\urlsplit.py,65,6,1,0,12
DEF,FilterModule.filters,D:\ansible\plugins\filter\urlsplit.py,83,2,1,0,4
DEF,AnsibleJinja2Filter._no_options,D:\ansible\plugins\filter\__init__.py,12,1,3,0,2
DEF,HttpApiBase.__init__,D:\ansible\plugins\httpapi\__init__.py,12,3,2,0,6
DEF,HttpApiBase.set_become,D:\ansible\plugins\httpapi\__init__.py,19,2,2,0,3
DEF,HttpApiBase.login,D:\ansible\plugins\httpapi\__init__.py,23,1,3,0,8
DEF,HttpApiBase.logout,D:\ansible\plugins\httpapi\__init__.py,32,1,1,0,7
DEF,HttpApiBase.update_auth,D:\ansible\plugins\httpapi\__init__.py,40,4,3,0,12
DEF,HttpApiBase.handle_httperror,D:\ansible\plugins\httpapi\__init__.py,53,7,2,0,29
DEF,HttpApiBase.send_request,D:\ansible\plugins\httpapi\__init__.py,84,2,3,0,3
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\advanced_host_list.py,34,5,2,0,7
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\advanced_host_list.py,42,16,4,0,21
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\auto.py,33,3,2,0,4
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\auto.py,38,18,4,0,25
DEF,InventoryModule.__init__,D:\ansible\plugins\inventory\constructed.py,99,1,1,0,5
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\constructed.py,105,6,2,0,10
DEF,InventoryModule.get_all_host_vars,D:\ansible\plugins\inventory\constructed.py,116,1,4,0,3
DEF,InventoryModule.host_groupvars,D:\ansible\plugins\inventory\constructed.py,120,4,4,0,8
DEF,InventoryModule.host_vars,D:\ansible\plugins\inventory\constructed.py,129,4,4,0,8
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\constructed.py,138,23,4,0,41
DEF,InventoryModule.__init__,D:\ansible\plugins\inventory\generator.py,87,0,1,0,3
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\generator.py,91,6,2,0,10
DEF,InventoryModule.template,D:\ansible\plugins\inventory\generator.py,102,2,3,0,3
DEF,InventoryModule.add_parents,D:\ansible\plugins\inventory\generator.py,106,12,5,0,13
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\generator.py,120,10,4,0,15
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\host_list.py,38,5,2,0,7
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\host_list.py,46,15,4,0,20
DEF,InventoryModule.__init__,D:\ansible\plugins\inventory\ini.py,96,2,1,0,6
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\ini.py,103,18,4,0,35
DEF,InventoryModule._raise_error,D:\ansible\plugins\inventory\ini.py,139,1,2,0,2
DEF,InventoryModule._parse,D:\ansible\plugins\inventory\ini.py,142,51,3,0,107
DEF,InventoryModule._add_pending_children,D:\ansible\plugins\inventory\ini.py,250,5,3,0,6
DEF,InventoryModule._parse_group_name,D:\ansible\plugins\inventory\ini.py,257,4,2,0,11
DEF,InventoryModule._parse_variable_definition,D:\ansible\plugins\inventory\ini.py,269,4,2,0,16
DEF,InventoryModule._parse_host_definition,D:\ansible\plugins\inventory\ini.py,286,12,2,0,32
DEF,InventoryModule._expand_hostpattern,D:\ansible\plugins\inventory\ini.py,319,8,2,0,17
DEF,InventoryModule._parse_value,D:\ansible\plugins\inventory\ini.py,338,10,1,0,18
DEF,InventoryModule._compile_patterns,D:\ansible\plugins\inventory\ini.py,357,6,1,0,39
DEF,InventoryModule.__init__,D:\ansible\plugins\inventory\script.py,173,1,1,0,5
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\script.py,179,13,2,0,20
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\script.py,200,44,4,0,72
DEF,InventoryModule._parse_group,D:\ansible\plugins\inventory\script.py,273,20,3,0,29
DEF,InventoryModule.get_host_variables,D:\ansible\plugins\inventory\script.py,303,14,3,0,19
DEF,AnsibleTomlEncoder.__init__,D:\ansible\plugins\inventory\toml.py,135,5,3,0,9
DEF,toml_dumps,D:\ansible\plugins\inventory\toml.py,148,6,1,0,8
DEF,convert_yaml_objects_to_native,D:\ansible\plugins\inventory\toml.py,167,7,1,0,24
DEF,InventoryModule._parse_group,D:\ansible\plugins\inventory\toml.py,196,33,3,0,43
DEF,InventoryModule._load_file,D:\ansible\plugins\inventory\toml.py,240,20,2,0,26
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\toml.py,267,15,4,0,24
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\toml.py,292,5,2,0,6
DEF,InventoryModule.__init__,D:\ansible\plugins\inventory\yaml.py,84,0,1,0,3
DEF,InventoryModule.verify_file,D:\ansible\plugins\inventory\yaml.py,88,6,2,0,8
DEF,InventoryModule.parse,D:\ansible\plugins\inventory\yaml.py,97,16,4,0,25
DEF,InventoryModule._parse_group,D:\ansible\plugins\inventory\yaml.py,123,33,3,0,48
DEF,InventoryModule._parse_host,D:\ansible\plugins\inventory\yaml.py,172,6,2,0,11
DEF,to_safe_group_name,D:\ansible\plugins\inventory\__init__.py,42,1,1,0,3
DEF,detect_range,D:\ansible\plugins\inventory\__init__.py,47,1,0,0,8
DEF,expand_hostname_range,D:\ansible\plugins\inventory\__init__.py,57,35,0,0,70
DEF,fill,D:\ansible\plugins\inventory\__init__.py,103,1,1,0,2
DEF,get_cache_plugin,D:\ansible\plugins\inventory\__init__.py,129,11,2,0,17
DEF,BaseInventoryPlugin.__init__,D:\ansible\plugins\inventory\__init__.py,159,4,1,0,8
DEF,BaseInventoryPlugin.parse,D:\ansible\plugins\inventory\__init__.py,168,4,4,0,18
DEF,BaseInventoryPlugin.verify_file,D:\ansible\plugins\inventory\__init__.py,187,6,2,0,15
DEF,BaseInventoryPlugin._populate_host_vars,D:\ansible\plugins\inventory\__init__.py,203,6,3,0,8
DEF,BaseInventoryPlugin._read_config_data,D:\ansible\plugins\inventory\__init__.py,212,18,2,0,33
DEF,BaseInventoryPlugin._consume_options,D:\ansible\plugins\inventory\__init__.py,246,3,2,0,9
DEF,BaseInventoryPlugin._expand_hostpattern,D:\ansible\plugins\inventory\__init__.py,256,9,2,0,24
DEF,BaseFileInventoryPlugin.__init__,D:\ansible\plugins\inventory\__init__.py,287,0,1,0,3
DEF,Cacheable.cache,D:\ansible\plugins\inventory\__init__.py,297,2,1,0,2
DEF,Cacheable.load_cache_plugin,D:\ansible\plugins\inventory\__init__.py,300,4,1,0,5
DEF,Cacheable.get_cache_key,D:\ansible\plugins\inventory\__init__.py,306,1,2,0,2
DEF,Cacheable._get_cache_prefix,D:\ansible\plugins\inventory\__init__.py,309,7,2,0,12
DEF,Cacheable.clear_cache,D:\ansible\plugins\inventory\__init__.py,322,0,1,0,2
DEF,Cacheable.update_cache_if_changed,D:\ansible\plugins\inventory\__init__.py,325,0,1,0,2
DEF,Cacheable.set_cache_plugin,D:\ansible\plugins\inventory\__init__.py,328,0,1,0,2
DEF,Constructable._compose,D:\ansible\plugins\inventory\__init__.py,334,10,3,0,16
DEF,Constructable._set_composite_vars,D:\ansible\plugins\inventory\__init__.py,351,9,4,0,11
DEF,Constructable._add_host_to_composed_groups,D:\ansible\plugins\inventory\__init__.py,363,16,4,0,22
DEF,Constructable._add_host_to_keyed_groups,D:\ansible\plugins\inventory\__init__.py,386,59,4,0,76
DEF,_get_plugin_config,D:\ansible\plugins\lookup\config.py,97,14,4,0,17
DEF,_get_global_config,D:\ansible\plugins\lookup\config.py,116,7,1,0,9
DEF,LookupModule.run,D:\ansible\plugins\lookup\config.py,129,30,3,0,42
DEF,CSVRecoder.__init__,D:\ansible\plugins\lookup\csvfile.py,104,1,2,0,2
DEF,CSVRecoder.__iter__,D:\ansible\plugins\lookup\csvfile.py,107,1,1,0,2
DEF,CSVRecoder.__next__,D:\ansible\plugins\lookup\csvfile.py,110,1,1,0,2
DEF,CSVReader.__init__,D:\ansible\plugins\lookup\csvfile.py,122,4,3,0,7
DEF,CSVReader.__next__,D:\ansible\plugins\lookup\csvfile.py,130,2,1,0,3
DEF,CSVReader.__iter__,D:\ansible\plugins\lookup\csvfile.py,136,1,1,0,2
DEF,LookupModule.read_csv,D:\ansible\plugins\lookup\csvfile.py,142,9,4,0,13
DEF,LookupModule.run,D:\ansible\plugins\lookup\csvfile.py,156,32,3,0,50
DEF,LookupModule.run,D:\ansible\plugins\lookup\dict.py,63,8,3,0,14
DEF,LookupModule.run,D:\ansible\plugins\lookup\env.py,67,9,4,0,13
DEF,LookupModule.run,D:\ansible\plugins\lookup\file.py,65,19,3,0,26
DEF,LookupModule.run,D:\ansible\plugins\lookup\fileglob.py,60,20,3,0,26
DEF,_split_on,D:\ansible\plugins\lookup\first_found.py,153,6,2,0,9
DEF,LookupModule._process_terms,D:\ansible\plugins\lookup\first_found.py,166,26,4,0,41
DEF,LookupModule.run,D:\ansible\plugins\lookup\first_found.py,208,16,4,0,38
DEF,LookupModule.__init__,D:\ansible\plugins\lookup\indexed_items.py,42,1,2,0,2
DEF,LookupModule.run,D:\ansible\plugins\lookup\indexed_items.py,45,4,4,0,7
DEF,_parse_params,D:\ansible\plugins\lookup\ini.py,94,14,2,0,28
DEF,LookupModule.get_value,D:\ansible\plugins\lookup\ini.py,126,8,5,0,11
DEF,LookupModule.run,D:\ansible\plugins\lookup\ini.py,138,52,3,0,73
DEF,LookupModule.run,D:\ansible\plugins\lookup\inventory_hostnames.py,42,9,3,0,11
DEF,LookupModule.run,D:\ansible\plugins\lookup\items.py,70,1,3,0,3
DEF,LookupModule.run,D:\ansible\plugins\lookup\lines.py,52,8,4,0,11
DEF,LookupModule.run,D:\ansible\plugins\lookup\list.py,40,3,3,0,4
DEF,LookupModule._lookup_variables,D:\ansible\plugins\lookup\nested.py,58,8,3,0,9
DEF,LookupModule.run,D:\ansible\plugins\lookup\nested.py,68,14,3,0,17
DEF,_read_password_file,D:\ansible\plugins\lookup\password.py,146,6,1,0,14
DEF,_gen_candidate_chars,D:\ansible\plugins\lookup\password.py,162,5,1,0,30
DEF,_parse_content,D:\ansible\plugins\lookup\password.py,194,20,1,0,33
DEF,_format_content,D:\ansible\plugins\lookup\password.py,229,7,2,0,25
DEF,_write_password_file,D:\ansible\plugins\lookup\password.py,256,6,2,0,8
DEF,_get_lock,D:\ansible\plugins\lookup\password.py,266,21,1,0,26
DEF,_release_lock,D:\ansible\plugins\lookup\password.py,294,2,1,0,4
DEF,LookupModule._parse_parameters,D:\ansible\plugins\lookup\password.py,302,26,2,0,50
DEF,LookupModule.run,D:\ansible\plugins\lookup\password.py,353,47,4,0,66
DEF,LookupModule.run,D:\ansible\plugins\lookup\pipe.py,55,9,4,0,20
DEF,LookupModule.run,D:\ansible\plugins\lookup\random_choice.py,43,7,3,0,10
DEF,LookupModule.parse_kv_args,D:\ansible\plugins\lookup\sequence.py,142,8,2,0,11
DEF,LookupModule.parse_simple_args,D:\ansible\plugins\lookup\sequence.py,154,9,2,0,14
DEF,LookupModule.set_fields,D:\ansible\plugins\lookup\sequence.py,169,2,1,0,3
DEF,LookupModule.sanity_check,D:\ansible\plugins\lookup\sequence.py,173,17,1,0,20
DEF,LookupModule.generate_sequence,D:\ansible\plugins\lookup\sequence.py,194,11,1,0,15
DEF,LookupModule.run,D:\ansible\plugins\lookup\sequence.py,210,21,4,0,28
DEF,LookupModule.run,D:\ansible\plugins\lookup\subelements.py,97,48,4,2,72
DEF,LookupModule._raise_terms_error,D:\ansible\plugins\lookup\subelements.py,99,2,0,0,3
DEF,LookupModule.run,D:\ansible\plugins\lookup\template.py,102,44,4,0,71
DEF,LookupModule._lookup_variables,D:\ansible\plugins\lookup\together.py,52,5,2,0,6
DEF,LookupModule.run,D:\ansible\plugins\lookup\together.py,59,5,3,0,9
DEF,LookupModule.run,D:\ansible\plugins\lookup\unvault.py,45,13,3,0,21
DEF,LookupModule.run,D:\ansible\plugins\lookup\url.py,230,38,3,0,46
DEF,LookupModule.run,D:\ansible\plugins\lookup\varnames.py,55,16,3,0,24
DEF,LookupModule.run,D:\ansible\plugins\lookup\vars.py,76,23,3,0,30
DEF,LookupBase.__init__,D:\ansible\plugins\lookup\__init__.py,33,3,2,0,9
DEF,LookupBase.get_basedir,D:\ansible\plugins\lookup\__init__.py,43,3,2,0,5
DEF,LookupBase._flatten,D:\ansible\plugins\lookup\__init__.py,50,7,1,0,8
DEF,LookupBase._combine,D:\ansible\plugins\lookup\__init__.py,60,6,2,0,6
DEF,LookupBase._flatten_hash_to_list,D:\ansible\plugins\lookup\__init__.py,68,5,1,0,5
DEF,LookupBase.run,D:\ansible\plugins\lookup\__init__.py,75,2,3,0,30
DEF,LookupBase.find_file_in_search_path,D:\ansible\plugins\lookup\__init__.py,106,10,4,0,18
DEF,LookupBase._deprecate_inline_kv,D:\ansible\plugins\lookup\__init__.py,125,1,1,0,4
DEF,ensure_ncclient,D:\ansible\plugins\netconf\__init__.py,47,2,1,2,7
DEF,wrapped,D:\ansible\plugins\netconf\__init__.py,49,4,3,0,4
DEF,NetconfBase.__init__,D:\ansible\plugins\netconf\__init__.py,110,1,2,0,3
DEF,NetconfBase.m,D:\ansible\plugins\netconf\__init__.py,115,2,1,0,2
DEF,NetconfBase.rpc,D:\ansible\plugins\netconf\__init__.py,118,7,2,0,13
DEF,NetconfBase.get_config,D:\ansible\plugins\netconf\__init__.py,132,6,1,0,15
