full_name,label,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles
datetimetester.TestDateTime.test_replace,2064,3,3,0,3,0,0
datetimetester.TestDateTime.test_roundtrip,1528,1,1,0,1,0,0
datetimetester.TestDateTime.test_strftime_with_bad_tzname_replace,1620,1,1,0,1,0,0
datetimetester.TestDateTime.test_strptime,1968,3,3,0,3,0,0
datetimetester.TestDateTime.test_subclass_datetime,2114,2,2,0,2,0,0
datetimetester.TestDateTime.test_timestamp_aware,1875,1,1,0,1,0,0
datetimetester.TestDateTime.test_timestamp_naive,1852,1,1,0,1,0,0
datetimetester.TestDateTime.test_tz_independent_comparing,1602,1,1,0,1,0,0
datetimetester.TestDateTime.test_utcfromtimestamp,1841,1,1,0,1,0,0
datetimetester.TestDateTime.verify_field_equality,1825,3,1,2,1,0,0
datetimetester.TestDateTimeTZ.test_astimezone_default_eastern,3404,1,1,0,1,0,0
datetimetester.TestDateTimeTZ.test_astimezone_default_utc,3396,1,1,0,1,0,0
datetimetester.TestDateTimeTZ.test_aware_subtract,3414,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_combine,3014,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_even_more_compare,2883,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_extract,3022,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_extreme_hashes,2970,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_mixed_compare,3458,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_more_astimezone,3366,6,6,0,6,0,0
datetimetester.TestDateTimeTZ.test_pickling,2949,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_replace,3327,4,4,0,4,0,0
datetimetester.TestDateTimeTZ.test_subclass_datetimetz,3488,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_trivial,2872,1,1,0,1,0,0
datetimetester.TestDateTimeTZ.test_tz_aware_arithmetic,3029,5,5,0,5,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_fromtimestamp,3133,4,4,0,4,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_isoformat,3306,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_now,3096,5,5,0,5,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_timetuple,3190,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_utcfromtimestamp,3178,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_tzinfo_utcnow,3168,2,2,0,2,0,0
datetimetester.TestDateTimeTZ.test_utctimetuple,3226,3,3,0,3,0,0
datetimetester.TestDateTimeTZ.test_zones,2984,2,2,0,2,0,0
datetimetester.TestModule.test_constants,49,1,1,0,1,0,0
datetimetester.TestModule.test_divide_and_round,54,1,1,0,1,0,0
datetimetester.TestTZInfo.test_issue23600,184,1,1,0,1,0,0
datetimetester.TestTZInfo.test_non_abstractness,120,1,1,0,1,0,0
datetimetester.TestTZInfo.test_normal,144,5,5,0,5,0,0
datetimetester.TestTZInfo.test_pickling_subclass,163,1,1,0,1,0,0
datetimetester.TestTZInfo.test_refcnt_crash_bug_22044,114,1,1,0,1,0,0
datetimetester.TestTZInfo.test_subclass_must_override,130,1,1,0,1,0,0
datetimetester.TestTime.test_1653736,2307,1,1,0,1,0,0
datetimetester.TestTime.test_backdoor_resistance,2444,1,1,0,1,0,0
datetimetester.TestTime.test_bad_constructor_arguments,2229,1,1,0,1,0,0
datetimetester.TestTime.test_basic_attributes,2155,1,1,0,1,0,0
datetimetester.TestTime.test_basic_attributes_nonzero,2162,1,1,0,1,0,0
datetimetester.TestTime.test_comparing,2186,2,2,0,2,0,0
datetimetester.TestTime.test_format,2318,2,2,0,2,0,0
datetimetester.TestTime.test_hash_equality,2251,1,1,0,1,0,0
datetimetester.TestTime.test_isoformat,2274,1,1,0,1,0,0
datetimetester.TestTime.test_pickling,2368,1,1,0,1,0,0
datetimetester.TestTime.test_pickling_subclass_time,2376,1,1,0,1,0,0
datetimetester.TestTime.test_replace,2393,3,3,0,3,0,0
datetimetester.TestTime.test_repr,2349,1,1,0,1,0,0
datetimetester.TestTime.test_roundtrip,2171,1,1,0,1,0,0
datetimetester.TestTime.test_str,2342,1,1,0,1,0,0
datetimetester.TestTime.test_strftime,2312,1,1,0,1,0,0
datetimetester.TestTime.test_subclass_time,2418,2,2,0,2,0,0
